player_id,age,country,skill_level,daily_playtime_hours,sessions_per_week,is_paying_user,monthly_spend_usd,win_rate,friends_count,guild_member,days_since_last_login,complaint_count,will_churn,created_date
player_000024,22,India,Beginner,0.5,7,0,0.0,0.397,11,0,1,1,1,2024-10-07 14:37:56.422816
player_000025,28,India,Beginner,3.12,8,0,0.0,0.269,21,1,4,0,1,2025-05-03 14:37:56.422917
player_000026,25,USA,Advanced,1.41,8,0,0.0,0.823,12,1,0,0,0,2025-01-01 14:37:56.423016
player_000027,35,India,Intermediate,8.72,10,0,0.0,0.987,16,1,0,0,0,2025-02-03 14:37:56.423114
player_000028,16,India,Beginner,0.5,13,1,69.65,0.278,19,0,0,1,0,2024-11-07 14:37:56.423213
player_000029,22,Germany,Intermediate,4.24,11,0,0.0,0.539,19,1,6,1,0,2025-05-27 14:37:56.423312
player_000030,18,Brazil,Beginner,2.11,9,0,0.0,0.414,15,0,0,1,0,2024-11-15 14:37:56.423409
player_000031,25,Germany,Beginner,2.21,9,0,0.0,0.062,22,0,12,1,0,2024-12-10 14:37:56.423510
player_000032,32,USA,Intermediate,1.27,3,0,0.0,0.976,13,1,0,0,1,2025-05-05 14:37:56.423611
player_000033,18,USA,Intermediate,6.16,5,1,4.02,0.516,16,1,0,1,0,2025-06-25 14:37:56.423722
player_000034,16,USA,Intermediate,0.5,10,0,0.0,0.195,18,0,0,0,0,2025-04-15 14:37:56.423819
player_000035,16,India,Advanced,0.5,9,0,0.0,0.233,13,0,2,0,0,2024-11-27 14:37:56.423917
player_000036,22,USA,Intermediate,0.87,8,0,0.0,0.747,15,0,0,1,0,2024-11-22 14:37:56.424016
player_000037,22,USA,Intermediate,4.43,2,1,51.77,0.576,21,0,2,0,0,2024-11-16 14:37:56.424117
player_000038,28,India,Intermediate,0.7,10,0,0.0,0.91,16,1,0,0,0,2025-06-16 14:37:56.424215
player_000039,25,UK,Intermediate,0.71,8,1,14.77,0.864,19,1,5,0,0,2024-09-18 14:37:56.424313
player_000040,18,Germany,Advanced,0.5,11,1,46.54,0.893,12,0,3,0,0,2025-05-22 14:37:56.424412
player_000041,16,India,Intermediate,3.91,7,1,18.82,0.311,18,1,4,0,0,2025-06-21 14:37:56.424517
player_000042,22,India,Beginner,0.67,3,0,0.0,0.138,9,1,8,0,1,2025-03-31 14:37:56.424621
player_000043,18,Germany,Beginner,7.15,7,0,0.0,0.698,19,0,2,0,0,2024-09-10 14:37:56.424720
player_000044,16,Germany,Beginner,0.5,11,0,0.0,0.681,15,1,5,0,0,2024-10-21 14:37:56.424829
player_000045,25,India,Advanced,3.99,12,1,3.45,0.93,19,0,1,1,0,2024-11-13 14:37:56.424928
player_000046,22,UK,Intermediate,3.78,10,0,0.0,0.527,16,1,10,2,0,2025-07-19 14:37:56.425025
player_000047,16,India,Intermediate,1.68,10,0,0.0,0.553,10,1,1,1,0,2025-04-02 14:37:56.425128
player_000048,35,USA,Advanced,0.65,7,1,37.47,0.739,10,1,2,1,1,2025-03-21 14:37:56.425229
player_000049,18,UK,Intermediate,0.56,7,0,0.0,0.958,18,1,0,0,0,2025-05-29 14:37:56.425326
player_000050,18,USA,Intermediate,3.03,4,0,0.0,0.502,19,0,0,1,1,2024-09-13 14:37:56.425423
player_000051,35,India,Intermediate,3.09,13,0,0.0,0.609,11,1,2,0,0,2024-12-28 14:37:56.425525
player_000052,18,Germany,Pro,2.63,3,0,0.0,0.846,14,0,13,0,0,2025-01-12 14:37:56.425626
player_000053,25,USA,Advanced,1.67,11,1,4.95,0.752,20,1,1,0,0,2024-11-16 14:37:56.425738
player_000054,22,Germany,Beginner,2.67,6,0,0.0,0.442,12,1,0,0,1,2025-02-26 14:37:56.425835
player_000055,28,UK,Intermediate,4.65,6,0,0.0,0.409,15,0,12,1,0,2025-06-26 14:37:56.425932
player_000056,25,Germany,Intermediate,1.81,5,0,0.0,0.721,11,1,8,1,0,2025-02-19 14:37:56.426029
player_000057,32,USA,Beginner,6.68,9,1,13.06,0.63,20,0,3,2,0,2024-10-22 14:37:56.426131
player_000058,32,India,Intermediate,0.5,8,0,0.0,0.622,14,1,1,0,1,2024-12-29 14:37:56.426228
player_000059,22,India,Intermediate,1.91,7,0,0.0,0.77,22,0,1,0,0,2025-04-15 14:37:56.426325
player_000060,22,Brazil,Intermediate,0.93,7,0,0.0,0.577,25,1,2,0,0,2025-04-09 14:37:56.426422
player_000061,35,UK,Advanced,5.39,9,1,13.78,0.598,16,1,5,0,1,2025-06-06 14:37:56.426521
player_000062,16,UK,Intermediate,1.98,9,0,0.0,0.386,8,1,0,0,0,2025-05-16 14:37:56.426622
player_000063,22,India,Intermediate,0.5,13,0,0.0,0.902,9,1,1,1,0,2024-10-24 14:37:56.426721
player_000064,18,India,Beginner,12.23,11,0,0.0,0.61,16,0,1,0,0,2025-02-06 14:37:56.426818
player_000065,35,USA,Pro,4.77,10,0,0.0,0.778,22,1,4,0,0,2025-05-07 14:37:56.426917
player_000066,22,India,Intermediate,0.5,6,0,0.0,0.486,16,0,0,1,1,2024-11-19 14:37:56.427014
player_000067,35,India,Intermediate,10.29,4,0,0.0,0.751,16,1,2,0,1,2025-03-17 14:37:56.427111
player_000068,32,USA,Beginner,1.15,7,0,0.0,0.239,25,0,2,0,0,2024-11-10 14:37:56.427208
player_000069,16,USA,Beginner,0.98,12,1,0.98,0.258,21,1,0,0,1,2025-01-28 14:37:56.427310
player_000070,28,USA,Intermediate,0.5,3,0,0.0,0.592,17,0,0,1,1,2025-01-31 14:37:56.427407
player_000071,16,India,Pro,0.88,9,1,40.08,0.837,17,0,7,0,0,2025-03-21 14:37:56.427506
player_000072,22,USA,Intermediate,7.17,10,1,15.43,0.688,11,1,8,0,1,2024-09-21 14:37:56.427612
player_000073,18,Brazil,Advanced,0.6,13,0,0.0,0.846,11,1,2,0,1,2025-06-12 14:37:56.427721
player_000074,28,USA,Beginner,3.58,6,0,0.0,0.107,16,1,3,0,0,2025-01-02 14:37:56.427818
player_000075,22,Brazil,Beginner,2.22,9,1,17.24,0.334,17,1,1,0,0,2025-03-21 14:37:56.427916
player_000076,22,India,Beginner,2.28,13,0,0.0,0.377,12,1,5,0,0,2025-04-21 14:37:56.428015
player_000077,25,USA,Beginner,0.5,11,0,0.0,0.661,12,1,1,1,1,2025-06-03 14:37:56.428114
player_000078,16,India,Advanced,0.5,9,0,0.0,0.505,16,1,2,0,1,2025-07-11 14:37:56.428212
player_000079,18,India,Beginner,4.75,8,0,0.0,0.13,14,1,0,0,0,2024-10-03 14:37:56.428310
player_000080,25,India,Advanced,0.56,9,0,0.0,0.838,15,0,3,1,0,2024-09-13 14:37:56.428410
player_000081,35,India,Intermediate,0.85,13,1,3.79,0.697,16,1,4,0,0,2025-03-08 14:37:56.428508
player_000082,22,Germany,Intermediate,2.52,4,0,0.0,0.575,18,1,5,0,0,2025-05-26 14:37:56.428612
player_000083,22,USA,Advanced,1.54,8,0,0.0,0.524,16,1,1,2,0,2025-06-29 14:37:56.428709
player_000084,22,UK,Beginner,0.5,9,0,0.0,0.242,17,0,1,0,0,2025-05-14 14:37:56.428806
player_000085,25,India,Pro,0.5,10,1,32.43,0.78,15,0,0,0,0,2025-04-26 14:37:56.428905
player_000086,25,India,Beginner,3.4,7,0,0.0,0.258,16,0,7,1,0,2024-10-02 14:37:56.429002
player_000087,25,USA,Intermediate,0.95,11,0,0.0,0.581,8,0,1,0,1,2025-07-15 14:37:56.429098
player_000088,22,Germany,Intermediate,1.64,5,0,0.0,0.65,15,1,1,0,0,2024-10-20 14:37:56.429200
player_000089,18,India,Intermediate,5.18,10,0,0.0,0.496,9,1,1,0,0,2025-05-05 14:37:56.429298
player_000090,28,India,Beginner,1.1,8,1,32.18,0.452,14,1,2,0,0,2024-09-25 14:37:56.429395
player_000091,25,India,Advanced,2.64,14,0,0.0,0.592,11,0,6,0,1,2025-01-21 14:37:56.429492
player_000092,16,UK,Intermediate,1.04,6,1,15.13,0.755,14,0,1,0,0,2025-03-27 14:37:56.429595
player_000093,28,USA,Beginner,5.76,11,0,0.0,0.081,19,0,0,0,1,2025-05-26 14:37:56.429749
player_000094,22,India,Pro,2.04,11,0,0.0,0.996,15,0,9,2,0,2025-01-16 14:37:56.429849
player_000095,18,Brazil,Beginner,3.95,11,1,12.22,0.055,18,1,0,0,0,2024-10-25 14:37:56.429948
player_000096,22,Brazil,Advanced,0.5,10,0,0.0,0.874,24,1,3,1,1,2025-02-02 14:37:56.430045
player_000097,28,Brazil,Advanced,0.5,9,0,0.0,0.917,23,1,2,0,1,2024-08-29 14:37:56.430142
player_000098,25,Brazil,Advanced,0.5,7,1,9.7,0.609,16,1,0,1,0,2024-08-20 14:37:56.430240
player_000099,25,UK,Beginner,2.87,10,0,0.0,0.229,17,1,0,0,0,2024-09-15 14:37:56.430337
player_000100,22,India,Intermediate,0.79,11,0,0.0,0.453,17,0,4,1,1,2025-05-08 14:37:56.430435
player_000101,35,USA,Intermediate,1.53,7,0,0.0,0.606,17,0,0,1,0,2025-06-07 14:37:56.430531
player_000102,25,India,Advanced,0.56,5,0,0.0,0.79,14,1,0,0,0,2024-10-31 14:37:56.430633
player_000103,25,UK,Intermediate,3.72,7,0,0.0,0.292,13,0,1,2,1,2025-01-25 14:37:56.430736
player_000104,32,Brazil,Advanced,1.53,5,1,16.05,0.567,13,0,0,1,0,2025-06-09 14:37:56.430874
player_000105,18,Brazil,Intermediate,1.23,8,0,0.0,0.774,24,0,2,1,0,2025-05-27 14:37:56.430982
player_000106,32,USA,Intermediate,1.42,4,1,99.34,0.869,12,1,0,2,0,2025-04-15 14:37:56.431081
player_000107,35,Germany,Pro,1.84,10,0,0.0,0.999,12,0,1,2,0,2025-03-29 14:37:56.431180
player_000108,16,USA,Intermediate,0.5,11,0,0.0,0.368,17,0,7,0,0,2025-06-10 14:37:56.431280
player_000109,18,India,Beginner,0.5,14,0,0.0,0.133,13,0,0,0,0,2024-12-28 14:37:56.431379
player_000110,25,USA,Advanced,4.52,9,0,0.0,0.905,12,1,10,0,0,2025-05-05 14:37:56.431477
player_000111,28,Brazil,Intermediate,0.9,12,0,0.0,0.358,24,0,2,0,0,2025-04-08 14:37:56.431575
player_000112,28,India,Intermediate,1.78,14,1,48.54,0.441,15,0,4,1,0,2024-10-24 14:37:56.431688
player_000113,32,India,Advanced,8.79,10,1,20.11,0.916,20,1,0,1,0,2024-12-16 14:37:56.431787
player_000114,35,India,Intermediate,0.5,8,1,8.41,0.713,17,1,0,0,0,2024-09-28 14:37:56.431889
player_000115,18,India,Beginner,1.41,6,1,30.48,0.756,11,0,1,2,0,2024-12-01 14:37:56.431988
player_000116,16,Germany,Beginner,0.5,6,0,0.0,0.271,16,1,0,0,0,2025-03-01 14:37:56.432087
player_000117,28,Germany,Beginner,2.21,6,1,12.73,0.462,9,1,0,2,0,2024-10-28 14:37:56.432185
player_000118,22,Brazil,Beginner,2.23,8,0,0.0,0.317,14,1,3,0,0,2025-05-31 14:37:56.432286
player_000119,32,Brazil,Advanced,6.75,9,0,0.0,0.502,19,1,0,1,0,2025-06-27 14:37:56.432382
player_000120,25,Germany,Beginner,4.35,5,0,0.0,0.302,17,0,0,0,1,2025-04-26 14:37:56.432488
player_000121,28,Germany,Advanced,2.89,6,0,0.0,0.837,24,0,2,2,0,2025-07-04 14:37:56.432589
player_000122,25,USA,Beginner,4.89,10,0,0.0,0.539,8,0,6,0,0,2025-07-15 14:37:56.432689
player_000123,18,India,Intermediate,2.34,4,1,23.95,0.951,17,0,2,0,0,2025-02-12 14:37:56.432788
player_000124,25,USA,Beginner,2.33,5,1,5.71,0.093,8,1,2,1,0,2025-04-17 14:37:56.432886
player_000125,28,USA,Advanced,4.31,9,0,0.0,0.761,20,1,10,0,0,2025-04-28 14:37:56.432983
player_000126,16,India,Advanced,1.42,7,0,0.0,0.542,11,1,0,2,1,2025-02-24 14:37:56.433082
player_000127,28,USA,Advanced,3.48,11,0,0.0,0.809,10,1,0,0,0,2025-01-26 14:37:56.433180
player_000128,18,India,Intermediate,5.96,8,0,0.0,0.704,12,1,0,0,0,2025-02-07 14:37:56.433279
player_000129,28,Brazil,Advanced,3.58,5,0,0.0,0.851,13,1,1,4,0,2024-08-29 14:37:56.433380
player_000130,16,India,Pro,0.99,7,0,0.0,0.791,16,1,0,0,0,2024-12-11 14:37:56.433476
player_000131,25,Brazil,Beginner,4.54,15,0,0.0,0.373,14,1,1,1,0,2024-09-20 14:37:56.433573
player_000132,28,UK,Intermediate,0.8,8,0,0.0,0.472,15,1,0,0,1,2024-12-06 14:37:56.433673
player_000133,35,USA,Intermediate,1.1,3,0,0.0,0.318,11,0,4,1,0,2024-09-06 14:37:56.433780
player_000134,25,Germany,Intermediate,4.7,7,0,0.0,0.869,11,1,4,1,0,2024-11-27 14:37:56.433876
player_000135,28,India,Beginner,0.66,5,1,3.97,0.596,15,1,4,0,0,2025-07-13 14:37:56.433975
player_000136,25,India,Intermediate,0.8,5,0,0.0,0.838,13,1,13,1,1,2025-01-05 14:37:56.434074
player_000137,25,Brazil,Intermediate,1.65,8,1,4.82,0.6,12,0,3,0,0,2025-01-04 14:37:56.434172
player_000138,18,India,Beginner,0.5,9,0,0.0,0.39,11,1,0,0,1,2025-03-17 14:37:56.434273
player_000139,32,Brazil,Intermediate,3.47,6,0,0.0,0.661,15,0,2,0,0,2025-02-12 14:37:56.434370
player_000140,35,Brazil,Intermediate,4.39,4,0,0.0,0.466,14,0,0,0,1,2024-12-10 14:37:56.434467
player_000141,16,Brazil,Beginner,2.34,8,0,0.0,0.497,15,0,1,0,0,2025-06-06 14:37:56.434566
player_000142,28,Germany,Beginner,2.36,9,1,30.63,0.365,12,1,8,0,1,2024-12-21 14:37:56.434666
player_000143,35,India,Beginner,0.5,13,0,0.0,0.097,13,0,0,0,1,2024-10-27 14:37:56.434763
player_000144,22,Brazil,Beginner,3.32,7,0,0.0,0.249,22,1,3,1,0,2025-01-28 14:37:56.434859
player_000145,16,Brazil,Advanced,0.5,6,1,0.82,0.468,16,1,5,1,0,2024-09-25 14:37:56.434957
player_000146,22,India,Beginner,0.5,10,0,0.0,0.177,15,1,0,0,0,2025-07-20 14:37:56.435054
player_000147,32,India,Intermediate,0.9,7,0,0.0,0.628,8,0,2,2,1,2025-06-15 14:37:56.435151
player_000148,25,USA,Advanced,4.21,8,0,0.0,0.783,14,1,2,0,0,2024-08-28 14:37:56.435247
player_000149,28,Germany,Beginner,5.43,15,0,0.0,0.31,15,1,1,0,0,2025-03-13 14:37:56.435353
player_000150,16,Germany,Pro,1.26,9,0,0.0,0.742,11,0,1,0,0,2025-02-06 14:37:56.435449
player_000151,18,India,Intermediate,3.54,4,0,0.0,0.813,10,1,7,0,1,2025-03-14 14:37:56.435545
player_000152,16,USA,Intermediate,0.5,4,0,0.0,0.509,17,1,1,0,1,2025-03-08 14:37:56.435646
player_000153,22,Brazil,Advanced,0.64,7,0,0.0,0.799,13,1,0,0,0,2024-12-01 14:37:56.435757
player_000154,28,India,Beginner,0.78,4,0,0.0,0.209,12,1,0,1,0,2024-12-18 14:37:56.435855
player_000155,32,India,Beginner,3.35,10,1,8.54,0.36,13,1,0,2,0,2025-03-26 14:37:56.435953
player_000156,28,India,Advanced,0.5,8,1,28.01,0.734,16,1,1,0,0,2025-07-16 14:37:56.436051
player_000157,18,UK,Beginner,2.45,6,1,10.44,0.194,12,1,1,0,0,2024-10-07 14:37:56.436149
player_000158,22,UK,Pro,0.5,7,1,13.05,0.825,12,1,6,1,0,2025-05-25 14:37:56.436249
player_000159,35,India,Beginner,0.79,6,0,0.0,0.047,17,1,3,1,1,2025-06-15 14:37:56.436352
player_000160,28,India,Beginner,0.5,10,0,0.0,0.306,14,1,16,0,0,2024-11-16 14:37:56.436448
player_000161,22,India,Intermediate,2.79,10,1,24.14,0.877,11,1,0,0,0,2024-09-21 14:37:56.436546
player_000162,25,India,Beginner,0.5,8,0,0.0,0.493,18,1,1,0,0,2024-10-27 14:37:56.436646
player_000163,25,India,Advanced,0.5,8,0,0.0,0.912,7,1,0,2,1,2025-06-18 14:37:56.436743
player_000164,22,India,Advanced,1.34,9,0,0.0,0.62,10,0,3,0,1,2025-03-03 14:37:56.436840
player_000165,25,USA,Advanced,2.15,8,0,0.0,0.976,18,1,0,0,0,2025-03-03 14:37:56.436941
player_000166,32,Brazil,Beginner,7.07,6,0,0.0,0.485,12,1,3,0,1,2025-06-02 14:37:56.437037
player_000167,25,Germany,Intermediate,0.61,11,0,0.0,0.521,16,0,0,0,0,2025-01-08 14:37:56.437135
player_000168,25,India,Intermediate,0.5,5,0,0.0,0.028,10,0,0,0,0,2024-12-18 14:37:56.437232
player_000169,32,USA,Pro,0.5,4,0,0.0,0.965,10,0,1,3,1,2025-04-10 14:37:56.437330
player_000170,25,India,Beginner,2.77,6,0,0.0,0.188,14,0,0,1,0,2024-12-16 14:37:56.437428
player_000171,25,Germany,Beginner,0.82,10,1,10.17,0.29,10,1,1,0,0,2025-03-02 14:37:56.437525
player_000172,18,UK,Intermediate,0.5,11,0,0.0,0.085,11,0,1,1,1,2024-09-07 14:37:56.437624
player_000173,28,USA,Advanced,3.32,8,0,0.0,0.449,15,1,2,0,0,2024-09-11 14:37:56.437734
player_000174,32,India,Beginner,4.95,11,0,0.0,0.684,8,0,2,0,1,2024-11-06 14:37:56.437830
player_000175,22,Brazil,Beginner,2.62,8,0,0.0,0.583,12,0,0,0,0,2025-04-15 14:37:56.437926
player_000176,25,UK,Beginner,3.55,13,0,0.0,0.555,13,1,4,0,0,2024-10-19 14:37:56.438022
player_000177,22,India,Advanced,6.0,8,0,0.0,0.899,20,1,5,1,0,2024-09-07 14:37:56.438118
player_000178,35,UK,Intermediate,1.74,9,1,41.78,0.294,17,1,0,1,1,2024-09-08 14:37:56.438218
player_000179,28,USA,Advanced,1.21,11,1,27.79,0.55,9,1,0,2,0,2025-06-24 14:37:56.438316
player_000180,18,Germany,Beginner,3.73,3,1,11.52,0.291,20,1,0,1,0,2024-12-03 14:37:56.438415
player_000181,28,USA,Intermediate,1.37,10,1,14.28,0.575,11,1,5,1,0,2025-07-16 14:37:56.438512
player_000182,16,Brazil,Advanced,1.41,7,1,6.62,0.824,14,1,5,1,0,2024-10-30 14:37:56.438613
player_000183,25,Germany,Intermediate,10.84,8,0,0.0,0.788,12,0,0,0,0,2024-10-02 14:37:56.438709
player_000184,22,India,Advanced,5.89,5,0,0.0,0.753,17,0,7,0,0,2024-10-22 14:37:56.438805
player_000185,25,India,Pro,0.71,10,0,0.0,0.795,10,0,1,0,0,2024-11-26 14:37:56.438901
player_000186,28,UK,Beginner,1.98,4,1,76.78,0.098,18,1,1,1,0,2025-07-17 14:37:56.438998
player_000187,18,India,Advanced,6.24,8,0,0.0,0.895,12,1,2,1,0,2025-02-23 14:37:56.439094
player_000188,18,USA,Advanced,0.5,6,0,0.0,0.832,10,0,7,0,1,2025-02-28 14:37:56.439190
player_000189,18,India,Advanced,0.5,10,0,0.0,0.496,16,0,0,0,1,2024-12-26 14:37:56.439289
player_000190,28,Germany,Intermediate,1.05,16,1,12.57,0.334,18,1,0,1,0,2025-06-03 14:37:56.439388
player_000191,22,Brazil,Intermediate,0.61,11,0,0.0,0.302,10,1,3,2,1,2025-06-23 14:37:56.439487
player_000192,25,India,Advanced,0.5,11,0,0.0,0.75,11,0,1,0,0,2024-12-25 14:37:56.439587
player_000193,28,USA,Pro,3.18,6,0,0.0,0.915,11,1,10,2,1,2024-08-31 14:37:56.439683
player_000194,18,UK,Intermediate,2.31,7,0,0.0,0.223,22,0,4,0,0,2025-01-05 14:37:56.439791
player_000195,22,Germany,Beginner,2.01,9,0,0.0,0.225,18,1,0,0,1,2025-06-23 14:37:56.439891
player_000196,32,India,Beginner,1.44,7,0,0.0,0.464,20,1,1,1,0,2025-06-21 14:37:56.439988
player_000197,28,India,Intermediate,6.46,9,0,0.0,0.945,22,0,2,1,0,2025-02-15 14:37:56.440084
player_000198,25,Germany,Intermediate,0.5,9,0,0.0,0.648,10,1,1,0,1,2025-01-19 14:37:56.440180
player_000199,16,USA,Advanced,5.41,10,1,8.06,0.947,11,1,0,0,0,2025-01-20 14:37:56.440277
player_000200,22,Germany,Intermediate,3.16,11,0,0.0,0.348,15,0,1,0,0,2025-02-16 14:37:56.440373
player_000201,32,India,Intermediate,2.73,5,0,0.0,0.672,15,1,2,2,0,2025-03-16 14:37:56.440471
player_000202,22,Germany,Intermediate,0.5,9,1,17.97,0.903,11,0,4,0,1,2024-12-28 14:37:56.440579
player_000203,18,India,Advanced,1.05,8,1,8.28,0.913,21,1,1,0,0,2024-11-16 14:37:56.440677
player_000204,32,India,Intermediate,6.54,9,1,1.41,0.457,15,0,0,0,0,2025-04-30 14:37:56.440777
player_000205,35,India,Intermediate,6.01,4,1,19.28,0.862,12,1,1,0,0,2024-08-21 14:37:56.440874
player_000206,32,USA,Intermediate,0.64,10,1,16.55,0.444,12,1,0,0,0,2024-10-28 14:37:56.440972
player_000207,25,USA,Pro,2.12,9,1,6.99,0.487,14,1,3,0,0,2025-04-03 14:37:56.441070
player_000208,16,India,Intermediate,1.09,8,1,6.91,0.279,17,1,4,0,0,2025-06-22 14:37:56.441167
player_000209,16,Brazil,Intermediate,0.61,6,0,0.0,0.873,17,0,1,3,1,2025-02-27 14:37:56.441267
player_000210,22,India,Intermediate,3.76,7,0,0.0,0.333,19,1,3,2,0,2025-05-16 14:37:56.441364
player_000211,25,Germany,Beginner,3.48,9,0,0.0,0.67,13,1,0,2,1,2025-01-21 14:37:56.441464
player_000212,28,Brazil,Advanced,0.5,8,0,0.0,0.888,19,0,0,1,1,2025-07-01 14:37:56.441569
player_000213,18,UK,Advanced,4.4,3,0,0.0,0.873,16,1,0,1,0,2024-08-27 14:37:56.441676
player_000214,22,Germany,Beginner,0.82,9,0,0.0,0.145,13,1,1,0,1,2024-12-14 14:37:56.441796
player_000215,25,Germany,Intermediate,0.93,9,0,0.0,0.77,14,0,3,1,1,2024-10-09 14:37:56.441892
player_000216,32,Germany,Beginner,2.0,7,0,0.0,0.376,11,0,0,0,0,2025-02-27 14:37:56.441989
player_000217,16,India,Intermediate,4.28,6,0,0.0,0.773,10,1,5,1,1,2024-10-21 14:37:56.442085
player_000218,18,Brazil,Intermediate,2.41,10,0,0.0,0.828,15,0,0,1,0,2024-11-11 14:37:56.442181
player_000219,18,UK,Beginner,0.5,10,0,0.0,0.411,17,0,1,0,1,2025-05-08 14:37:56.442277
player_000220,18,USA,Advanced,0.5,4,1,43.08,0.636,17,0,0,0,0,2025-05-01 14:37:56.442381
player_000221,25,Brazil,Pro,0.5,13,0,0.0,0.796,23,1,4,0,1,2024-12-11 14:37:56.442478
player_000222,22,Germany,Intermediate,3.19,5,1,6.7,0.202,12,1,0,0,0,2025-07-05 14:37:56.442581
player_000223,35,Germany,Intermediate,3.96,6,1,11.88,0.705,14,1,5,0,1,2024-11-16 14:37:56.442678
player_000224,16,India,Intermediate,6.6,8,0,0.0,0.634,14,1,6,0,0,2025-07-02 14:37:56.442775
player_000225,25,USA,Beginner,0.5,5,0,0.0,0.692,14,0,1,1,0,2025-07-20 14:37:56.442872
player_000226,18,Brazil,Intermediate,0.59,10,0,0.0,0.582,21,1,3,0,1,2025-04-26 14:37:56.442968
player_000227,18,USA,Beginner,6.16,7,0,0.0,0.664,14,1,1,0,1,2025-05-21 14:37:56.443065
player_000228,35,UK,Beginner,2.2,10,0,0.0,0.723,12,1,0,0,0,2025-06-22 14:37:56.443162
player_000229,35,India,Intermediate,0.5,6,0,0.0,0.767,14,1,4,0,0,2024-10-13 14:37:56.443264
player_000230,35,India,Advanced,4.37,7,0,0.0,0.769,6,0,2,2,1,2025-02-07 14:37:56.443361
player_000231,25,USA,Intermediate,0.5,9,1,18.26,0.757,15,1,0,0,0,2024-12-15 14:37:56.443460
player_000232,16,USA,Advanced,4.85,4,1,2.67,0.319,17,1,6,0,0,2025-01-21 14:37:56.443560
player_000233,25,India,Intermediate,0.5,13,1,44.59,0.518,12,1,1,0,1,2025-04-08 14:37:56.443662
player_000234,35,India,Beginner,1.54,6,1,11.84,0.336,11,0,1,1,0,2024-12-14 14:37:56.443773
player_000235,18,Brazil,Beginner,4.79,7,0,0.0,0.535,17,1,0,1,1,2024-11-07 14:37:56.443871
player_000236,16,Germany,Advanced,3.86,7,0,0.0,0.88,19,0,0,2,0,2024-08-21 14:37:56.443971
player_000237,25,UK,Advanced,2.17,3,0,0.0,0.69,10,0,1,0,0,2024-09-12 14:37:56.444069
player_000238,22,Germany,Beginner,0.5,6,0,0.0,0.429,19,0,0,1,0,2024-10-21 14:37:56.444166
player_000239,35,UK,Beginner,0.7,7,1,7.48,0.472,10,0,4,1,1,2025-07-02 14:37:56.444264
